epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518623802,1518624358,0.0620505961729,0.950840000279,0.0317349890736,0.977100001574
1,r1518623802,1518624906,0.0268846570901,0.983680003881,0.0289997404884,0.982500002384
2,r1518623802,1518625451,0.0217123316056,0.987720004439,0.0207845322578,0.985500003695
3,r1518623802,1518626005,0.0176514911838,0.991040003538,0.0220216955466,0.984900003672
4,r1518623802,1518626561,0.0151419004947,0.993020003974,0.0199837475305,0.985300002992
5,r1518623802,1518627118,0.0141995222585,0.993760003567,0.017906856183,0.986300004125
6,r1518623802,1518627678,0.0125127055945,0.995000003517,0.0172716635169,0.987200003266
7,r1518623802,1518628234,0.0113599875615,0.995500002861,0.0166176452528,0.987300003767
8,r1518623802,1518628793,0.00990341973957,0.99664000231,0.0165268435178,0.987000002563
9,r1518623802,1518629349,0.00926356006728,0.99690000236,0.0165976707358,0.987600003779
10,r1518623802,1518629907,0.00855342150677,0.9973200019,0.0155916333146,0.988300004005
11,r1518623802,1518630465,0.00745805274311,0.998060001552,0.0153026715282,0.986400004029
12,r1518623802,1518631021,0.00720463705156,0.998140001416,0.0146450243657,0.988200003505
13,r1518623802,1518631578,0.00648447560926,0.99848000139,0.0169881473709,0.986300002933
14,r1518623802,1518632132,0.00596369554114,0.998740001142,0.0152714128041,0.987700003088
15,r1518623802,1518632685,0.00547318244388,0.999080000877,0.0148104625801,0.987200003862
16,r1518623802,1518633236,0.00547436551948,0.999040000796,0.0141590976524,0.987900004387
17,r1518623802,1518633784,0.00499743621866,0.999220000684,0.0137377401101,0.988400003314
18,r1518623802,1518634341,0.00463974321308,0.999400000453,0.0140940661269,0.988200003207
19,r1518623802,1518634895,0.00450104470574,0.999260000646,0.0144117934004,0.988800002635
20,r1518623802,1518635448,0.00405390573287,0.999320000589,0.0147668016228,0.988000003099
21,r1518623802,1518635991,0.00399691090704,0.999460000515,0.0145004637211,0.988300004005
22,r1518623802,1518636536,0.00360771436134,0.999580000401,0.0132807949447,0.988300003707
23,r1518623802,1518637083,0.00349441955524,0.999700000286,0.014164824606,0.987400003374
24,r1518623802,1518637639,0.00322275114892,0.999700000286,0.0148542864912,0.987600003481
25,r1518623802,1518638194,0.00347280378646,0.999740000248,0.0130668984773,0.987900004983
26,r1518623802,1518638750,0.00266161478881,0.999860000134,0.013856698302,0.988200004995
27,r1518623802,1518639306,0.00284030309998,0.999760000229,0.0125153277922,0.98930000335
28,r1518623802,1518639864,0.00280861374264,0.999820000172,0.0129234009905,0.98960000217
29,r1518623802,1518640422,0.00259202806689,0.999860000134,0.0134801525646,0.987700002491
