epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518802244,1518803262,0.235497654979,0.69518518454,0.141095619303,0.885670101212
1,r1518802244,1518804262,0.0519986994978,0.975761319384,0.125507241557,0.869999994937
2,r1518802244,1518805258,0.0277153437444,0.993127575137,0.115426682454,0.891237108056
3,r1518802244,1518806269,0.0197307756065,0.996666668497,0.100260610452,0.916288657287
4,r1518802244,1518807269,1.14910354616,0.432139918392,1.61944264665,0.202371134144
5,r1518802244,1518808265,1.61958819113,0.197654321008,1.61953309271,0.205773197057
6,r1518802244,1518809258,1.61971234907,0.20263374419,1.6198680917,0.200515464121
7,r1518802244,1518810251,1.61985239963,0.200823045079,1.61983161735,0.206804123217
8,r1518802244,1518811244,1.61974359736,0.200164608995,1.61929449224,0.191340205768
9,r1518802244,1518812238,1.61886777284,0.195637859948,1.61966198621,0.195360824389
10,r1518802244,1518813235,1.61889546742,0.20395061737,1.61941733434,0.186494845705
11,r1518802244,1518814229,1.61954739579,0.202921809721,1.61995659661,0.191443299222
12,r1518802244,1518815222,1.6199542858,0.198518518857,1.61995216067,0.193402060874
13,r1518802244,1518816215,1.61994703071,0.201769547131,1.61994078786,0.193505154519
14,r1518802244,1518817208,1.61984783951,0.199053498138,1.6160743298,0.201649484599
