epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518829147,1518829224,1.47105110877,0.469011765004,1.79337766488,0.368266665836
1,r1518829147,1518829291,1.1396846422,0.599623532611,1.55358655214,0.470133332809
2,r1518829147,1518829357,1.02463056663,0.63908235862,1.74894439141,0.426399998864
3,r1518829147,1518829420,0.989414664647,0.655223534984,1.58153095881,0.491199999253
4,r1518829147,1518829486,0.952659063094,0.669270593138,1.18499610702,0.584133337339
5,r1518829147,1518829553,0.957537103821,0.667247063693,1.51478856405,0.504533333977
6,r1518829147,1518829616,0.947156050345,0.670564710568,1.54366188049,0.508933331966
7,r1518829147,1518829679,0.913977431725,0.682870592019,1.92423314889,0.428933332165
8,r1518829147,1518829742,0.906483694911,0.687482357656,1.60182296356,0.529066667358
9,r1518829147,1518829805,0.934440595648,0.679905885738,1.32133421938,0.558266668121
10,r1518829147,1518829868,0.948586699752,0.673270593917,1.57584537347,0.515199998816
11,r1518829147,1518829931,0.9298350013,0.680047062846,2.14180292924,0.451599998077
12,r1518829147,1518829994,0.932831953869,0.677600004287,1.82408855995,0.425600000223
13,r1518829147,1518830057,0.952384984844,0.673152944796,1.95297561963,0.396933333278
14,r1518829147,1518830120,0.963061446372,0.671058827884,1.74822700659,0.476266667247
15,r1518829147,1518830183,0.952271018765,0.672447062976,1.90263180415,0.412666665415
