epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518959492,1518959799,1.00660028088,0.68963000115,0.557142490262,0.816835440412
1,r1518959492,1518960097,0.611471183673,0.790259996712,0.508565249841,0.819050627607
2,r1518959492,1518960389,0.53971970547,0.810959995419,0.481938823586,0.833481008116
3,r1518959492,1518960680,0.498274685979,0.823429994285,0.496574984604,0.828860754265
4,r1518959492,1518960967,0.466262766562,0.834289995015,0.455256646381,0.840506324285
5,r1518959492,1518961259,0.447662600927,0.838909995526,0.428433105444,0.856898727674
6,r1518959492,1518961551,0.420688645702,0.847499994487,0.489267167034,0.828291133046
7,r1518959492,1518961840,0.413064416543,0.850919994712,0.384913671243,0.865253158008
8,r1518959492,1518962132,0.396541001037,0.855299995065,0.408419674145,0.856708855003
9,r1518959492,1518962420,0.388029028233,0.857499994338,0.406157007276,0.856455690121
10,r1518959492,1518962708,0.37259487978,0.863949994653,0.402842126928,0.862784803857
11,r1518959492,1518962995,0.36508115039,0.866489995092,0.406010164066,0.859936702478
12,r1518959492,1518963283,0.356151379786,0.869289995193,0.36639203367,0.869240500316
13,r1518959492,1518963578,0.348463358421,0.870519994348,0.396361646113,0.859113919584
14,r1518959492,1518963872,0.33477325917,0.875259995133,0.38115904749,0.868670881549
15,r1518959492,1518964170,0.330282330815,0.876579995751,0.38760059018,0.860632904911
16,r1518959492,1518964483,0.3240702531,0.880069994956,0.402473240006,0.853354423672
17,r1518959492,1518964781,0.313624432312,0.883849995404,0.417128536614,0.854177210716
18,r1518959492,1518965084,0.308294115193,0.886099995673,0.357921357467,0.876518982875
19,r1518959492,1518965391,0.302848365124,0.885949995488,0.403460070562,0.858417716019
20,r1518959492,1518965684,0.30059339256,0.886609995425,0.35100762572,0.874620249754
21,r1518959492,1518965971,0.288169228675,0.891179996461,0.3784988639,0.869620248109
22,r1518959492,1518966265,0.290160894655,0.891239996284,0.419378570788,0.858164551703
23,r1518959492,1518966573,0.277140522465,0.894209995687,0.449759299949,0.851329109903
24,r1518959492,1518966881,0.273480122475,0.895849995464,0.440420721009,0.848924046642
25,r1518959492,1518967177,0.270262907468,0.897939995825,0.410108466196,0.85981012164
26,r1518959492,1518967464,0.263078086315,0.90049999553,0.388890485928,0.867848097146
27,r1518959492,1518967751,0.258318151399,0.901689995974,0.386552946359,0.867974678172
28,r1518959492,1518968041,0.25232122257,0.9038599962,0.427608143137,0.857405058568
29,r1518959492,1518968328,0.254271696961,0.904699995965,0.408512789332,0.862215182826
