epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518832411,1518833690,0.203739043371,0.72847736495,0.134816988727,0.883195870623
1,r1518832411,1518834828,0.0476135488546,0.97884773926,0.119097878292,0.877731951549
2,r1518832411,1518836120,0.026044965714,0.9928395092,0.10995043217,0.889278347345
3,r1518832411,1518837408,0.0172415334097,0.997242800615,0.110560997168,0.897628860683
4,r1518832411,1518838781,0.0140778743911,0.998847737602,0.102578708057,0.911752572072
5,r1518832411,1518840082,0.0112733655396,0.99950617331,0.104809779328,0.895360820687
6,r1518832411,1518841316,0.00866345063076,0.999670782207,0.115352937779,0.887938141208
7,r1518832411,1518842768,1.22309125879,0.399999999798,1.61977274701,0.196804123479
8,r1518832411,1518844113,1.61975554404,0.196872427477,1.61972881715,0.207113401484
9,r1518832411,1518845491,1.61965806077,0.207654321076,1.61947718662,0.203092783229
10,r1518832411,1518846727,1.61926694785,0.201316871945,1.61964604228,0.206907216402
11,r1518832411,1518847770,1.61938790873,0.196419752789,1.61950378381,0.199484535637
12,r1518832411,1518849020,1.61903712019,0.199794239154,1.61928812315,0.193402060874
13,r1518832411,1518850034,1.61884567939,0.197654320709,1.61932472408,0.204226804763
14,r1518832411,1518851113,1.61763141847,0.199382716085,1.61731806059,0.203711339993
15,r1518832411,1518852209,1.61757455319,0.192345678737,1.61719398462,0.195670102771
