epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518873300,1518873320,1.41761449281,0.489882353229,1.47786613067,0.503866664767
1,r1518873300,1518873329,1.0031374897,0.649152945561,1.71599190633,0.454266666571
2,r1518873300,1518873337,0.775544960394,0.735835294583,1.11449964285,0.623066671093
3,r1518873300,1518873345,0.610518048984,0.793529407698,1.25818559607,0.606133336226
4,r1518873300,1518873353,0.480083364687,0.840941171296,1.19023904721,0.653066670497
5,r1518873300,1518873361,0.377866802908,0.875388230436,1.2848682646,0.641200004617
6,r1518873300,1518873369,0.304042515387,0.899976466053,1.29392418861,0.654133339326
7,r1518873300,1518873379,0.242077218693,0.919858820509,1.5474510475,0.62933334132
8,r1518873300,1518873386,0.200527446943,0.93350587922,1.46395383358,0.649733338952
9,r1518873300,1518873394,0.166846591679,0.945741174572,1.61357064962,0.633333337704
10,r1518873300,1518873402,0.152344528313,0.949694116887,1.64105881294,0.646133340796
11,r1518873300,1518873410,0.132909778228,0.956329410357,1.9118459479,0.61106667161
12,r1518873300,1518873417,0.120258534826,0.9603529407,1.73682655652,0.638400002917
13,r1518873300,1518873425,0.105280679573,0.96407058807,1.71236815254,0.655066674153
14,r1518873300,1518873433,0.100584957064,0.966988235642,1.72336821834,0.643600004911
15,r1518873300,1518873441,0.0881036999452,0.970517647897,1.8617439429,0.645733337998
16,r1518873300,1518873448,0.0840800558252,0.971576471749,1.87480059783,0.666666670044
17,r1518873300,1518873456,0.0791871374047,0.972894119305,1.78976378918,0.650666671793
18,r1518873300,1518873464,0.0711911563186,0.976494120009,1.97078618606,0.626266672015
19,r1518873300,1518873471,0.0694545705336,0.977952943549,2.01570655704,0.656800002058
20,r1518873300,1518873479,0.0724769666507,0.976211766636,1.93113088091,0.663600002527
21,r1518873300,1518873486,0.0657997297004,0.978282355771,2.06207985361,0.640400004983
22,r1518873300,1518873494,0.0608821201103,0.980000003085,2.00632429043,0.659600006938
23,r1518873300,1518873502,0.0620932318938,0.978941179444,2.07741279443,0.648933338523
24,r1518873300,1518873509,0.0615609908131,0.978658826842,2.07079006513,0.653066671689
25,r1518873300,1518873517,0.0544340044138,0.982211769118,2.08049041271,0.660400004983
26,r1518873300,1518873524,0.0530942704417,0.982305885904,2.066043214,0.667733338674
27,r1518873300,1518873533,0.0500205648608,0.983764710006,2.39668436766,0.634266672532
28,r1518873300,1518873540,0.0564558285736,0.980870591402,2.31423037767,0.650800005396
29,r1518873300,1518873548,0.052008886805,0.983364709335,2.22949818889,0.653200004697
30,r1518873300,1518873555,0.0410901832468,0.986400003854,2.25297800104,0.658666669925
31,r1518873300,1518873563,0.0483255468947,0.983905885781,2.2605770723,0.646933339039
32,r1518873300,1518873570,0.0483959381507,0.984964710194,2.39989731312,0.647733340065
33,r1518873300,1518873578,0.0455784900974,0.98510588681,2.740783693,0.604400003155
34,r1518873300,1518873586,0.0468267783793,0.983811768434,2.40827959061,0.650533338189
35,r1518873300,1518873593,0.0456094736297,0.984752945269,2.19075291793,0.673733337323
36,r1518873300,1518873602,0.0388320175049,0.98734118125,2.31730496883,0.656800004244
37,r1518873300,1518873610,0.0455320696608,0.985152944887,2.3890819184,0.658133339087
38,r1518873300,1518873618,0.0350209719061,0.988541180246,2.46771662474,0.656266670227
39,r1518873300,1518873626,0.0405408016723,0.987670592771,2.55746728659,0.656800003052
40,r1518873300,1518873634,0.0433481866877,0.986117652024,2.57262103756,0.63426667134
41,r1518873300,1518873642,0.036648213641,0.988164710367,2.48358576854,0.663200004498
42,r1518873300,1518873650,0.0355762938282,0.98875294489,2.65834581375,0.64733333687
43,r1518873300,1518873658,0.0316723681186,0.988917650756,2.58120224078,0.653600004117
44,r1518873300,1518873665,0.0413145325257,0.98698823999,2.60702149192,0.643600004117
45,r1518873300,1518873673,0.0373591690366,0.987835297795,2.64152697802,0.641066672206
46,r1518873300,1518873680,0.0402660167873,0.987905886524,2.58272687833,0.642133335869
