epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518829227,1518829309,1.37123882918,0.505388236256,1.35499300679,0.520933331251
1,r1518829227,1518829389,0.991702301502,0.6523058865,1.51940335433,0.501066666245
2,r1518829227,1518829464,0.891711530195,0.687505886064,1.84643342018,0.427066665689
3,r1518829227,1518829539,0.860471578766,0.701788238778,1.29591830492,0.581733334859
4,r1518829227,1518829618,0.818396251692,0.71722353241,1.69433186452,0.475466665626
5,r1518829227,1518829693,0.81749800661,0.718423532037,1.28938925306,0.583333335916
6,r1518829227,1518829773,0.805826356797,0.720400002984,1.23840307951,0.597333337069
7,r1518829227,1518829853,0.804191710528,0.723270589955,1.27290339351,0.584133335352
8,r1518829227,1518829928,0.78176113034,0.730564706255,1.30044899185,0.595600002408
9,r1518829227,1518830003,0.815423503413,0.720517649756,1.16346159061,0.619066671729
10,r1518829227,1518830083,0.81292969872,0.7217647076,1.23177899241,0.601066669424
11,r1518829227,1518830157,0.845997522053,0.708776472912,1.33566992084,0.576800001661
12,r1518829227,1518830232,0.866205840917,0.701458827853,1.14892246922,0.614266670942
13,r1518829227,1518830307,0.846045961345,0.711600003348,1.38505346696,0.563066669703
14,r1518829227,1518830382,0.854090602889,0.7058352983,1.56341056824,0.486266664962
15,r1518829227,1518830459,0.847124546416,0.712376473441,1.40053672949,0.55160000205
16,r1518829227,1518830533,0.865187622414,0.704494119918,1.21577851931,0.580400001605
17,r1518829227,1518830607,0.864121491453,0.704847063492,1.47491234422,0.543066668709
18,r1518829227,1518830682,0.849392089809,0.709576473832,1.27985251586,0.581466668447
19,r1518829227,1518830757,0.88931356402,0.695152944922,1.48239170949,0.52680000186
20,r1518829227,1518830831,0.873548671007,0.702564709607,1.51605027994,0.522400000493
