epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518826333,1518826423,1.73888397413,0.368635294749,2.08754930337,0.249199999819
1,r1518826333,1518826502,1.85404437247,0.326211765181,2.09515483856,0.221866666476
2,r1518826333,1518826576,2.05793001666,0.255458823364,2.20030259689,0.1961333326
3,r1518826333,1518826651,2.02710072209,0.261905881771,2.13418753942,0.186933332632
4,r1518826333,1518826726,2.0227804564,0.245552941136,2.17128788869,0.192933332473
5,r1518826333,1518826801,2.0603332779,0.228776470269,2.18875867128,0.163333333259
6,r1518826333,1518826875,2.07062973135,0.222235294033,2.14858631531,0.205999999767
7,r1518826333,1518826950,2.13826910608,0.191270588203,2.36296428998,0.105999999245
8,r1518826333,1518827024,2.20344629105,0.179694117426,2.39711957296,0.12399999929
9,r1518826333,1518827099,2.16269448771,0.198447058784,2.27408010324,0.153066666474
10,r1518826333,1518827174,2.15246204699,0.203717647177,2.21458250125,0.170799999684
11,r1518826333,1518827248,2.19897584186,0.187788235238,2.23475650628,0.175866666635
