epoch,run_id,timestamp,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy
0,r1518696728,1518697708,0.296571508755,0.566954732049,0.220493582644,0.754639175135
1,r1518696728,1518698682,0.144376222152,0.871810694781,0.173979017807,0.819587623336
2,r1518696728,1518699636,0.104489430249,0.926255140898,0.167742813371,0.825154633866
3,r1518696728,1518700590,0.0848859845749,0.94604938094,0.143121357354,0.859793810193
4,r1518696728,1518701547,0.0717404497396,0.959670781967,0.147273757908,0.857525767432
5,r1518696728,1518702496,0.0621972188139,0.969218108389,0.143085111086,0.851340201405
6,r1518696728,1518703455,0.0531509163264,0.974238684761,0.135037248474,0.856082469839
7,r1518696728,1518704412,0.0489880753558,0.979135805442,0.130140165578,0.863505148703
8,r1518696728,1518705373,0.0431624436023,0.982469139398,0.146212582774,0.847216487545
9,r1518696728,1518706332,0.040290461834,0.984320990465,0.138620675801,0.854948448459
10,r1518696728,1518707289,0.0381789771963,0.987242802794,0.123431049364,0.880515457736
11,r1518696728,1518708248,0.0351815953,0.988353914194,0.119959491084,0.878762882395
12,r1518696728,1518709201,0.0335440388497,0.989423872144,0.123007429476,0.874742264907
13,r1518696728,1518710154,0.031270215901,0.991111115173,0.114302267541,0.896391748153
14,r1518696728,1518711127,0.0289125760937,0.99242798659,0.118314887407,0.885979377732
15,r1518696728,1518712122,0.0282443008623,0.993292184278,0.119051318366,0.885670097526
16,r1518696728,1518713102,0.0263400433639,0.993539098114,0.118541544438,0.882680408426
17,r1518696728,1518714097,0.0263131800119,0.994074077395,0.125410318144,0.871134014474
18,r1518696728,1518715093,0.0234534230712,0.995925928953,0.1144408392,0.885670097526
19,r1518696728,1518716076,0.0239048833162,0.995720167464,0.111781264434,0.892164944066
20,r1518696728,1518717049,0.0229046810802,0.996131689583,0.106177151472,0.896907210657
21,r1518696728,1518718029,0.0234159467408,0.996255146868,0.116393372032,0.89226803798
22,r1518696728,1518719018,0.0205019006655,0.997160495677,0.107252902995,0.894329893835
23,r1518696728,1518720000,0.0201509594323,0.99699588678,0.108139476326,0.896288654853
24,r1518696728,1518720984,0.0183917400015,0.998106997445,0.114693191824,0.89195875716
25,r1518696728,1518721960,0.0183968750603,0.997407409512,0.114681992987,0.877628861629
26,r1518696728,1518722937,0.0184089757958,0.99736625741,0.110829183045,0.89164947849
27,r1518696728,1518723922,0.0175125531808,0.998518519686,0.109032553477,0.900206183035
28,r1518696728,1518724908,0.0172760527985,0.998065845098,0.116394033175,0.890309274811
28,r1518728181,1518729436,0.0166675176686,0.998230454117,0.115916947153,0.882061848935
29,r1518728181,1518730714,0.017073115035,0.998271606219,0.111093477336,0.897010305186
30,r1518728181,1518731986,0.0159982170463,0.998395062768,0.120674075828,0.880309274209
31,r1518728181,1518733276,0.0149939041767,0.998353910912,0.113654897615,0.894226799613
32,r1518728181,1518734584,0.0153259078209,0.998724280929,0.109872190819,0.891443296806
33,r1518728181,1518735886,0.0146768519208,0.998847737724,0.127821776785,0.869484529975
34,r1518728181,1518737165,0.0142974575039,0.998765433276,0.125944937627,0.865567005479
35,r1518728181,1518738425,0.0140820713551,0.998724280929,0.118948794978,0.880515460808
36,r1518728181,1518739716,0.0132870089297,0.998683128583,0.118468172695,0.870515459592
37,r1518728181,1518741007,0.0134223698372,0.999094651069,0.112420395785,0.883092780089
38,r1518728181,1518742293,0.0125474416586,0.999259259843,0.118233334523,0.882371128834
39,r1518728181,1518743589,0.0129256229761,0.998930042173,0.107527147844,0.89453607982
40,r1518728181,1518744899,0.0126856046742,0.999259259843,0.116770771668,0.87721648843
