epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,1.865559909,0.416156814759,3.12978672159,0.232354525862,-1,-1
1,1.38738515758,0.540427334337,1.62901567385,0.527478448276,-1,-1
2,1.15668726075,0.610198606928,1.08322778036,0.625808189655,-1,-1
3,1.01332287365,0.654673381024,1.02059272548,0.655307112069,-1,-1
4,0.902883624636,0.689311935241,1.1723136943,0.632004310345,-1,-1
5,0.838060728936,0.709643260542,0.903746943022,0.700026939655,-1,-1
6,0.781505655452,0.728233245482,0.824090713057,0.719558189655,-1,-1
7,0.742791045682,0.739057793675,0.836472201964,0.712015086207,-1,-1
8,0.693676339485,0.758236069277,0.820515470258,0.725619612069,-1,-1
9,0.659836686609,0.770307793675,0.752680530836,0.743669181034,-1,-1
10,0.624302170632,0.78226185994,0.691717764941,0.76953125,-1,-1
11,0.590871455978,0.793274661145,0.683652537136,0.770878232759,-1,-1
12,0.561539362533,0.803393260542,0.647385395806,0.77963362069,-1,-1
13,0.54287247656,0.808946724398,0.630717469187,0.789601293103,-1,-1
14,0.515189433583,0.817582831325,0.717173127265,0.775862068966,-1,-1
15,0.504309013037,0.821912650602,0.870764005801,0.724003232759,-1,-1
16,0.470733523728,0.833113704819,0.683531278166,0.779903017241,-1,-1
17,0.458227574017,0.837749435241,0.706308554473,0.781115301724,-1,-1
18,0.433015746525,0.84671498494,0.67317864864,0.788658405172,-1,-1
19,0.418118346797,0.850691829819,0.700025646851,0.766837284483,-1,-1
20,0.40649355185,0.854974585843,0.807549636939,0.762661637931,-1,-1
21,0.389130572553,0.862316453313,0.645437601825,0.790544181034,-1,-1
22,0.369991548135,0.867022778614,0.722357430849,0.771551724138,-1,-1
23,0.355372634817,0.871446724398,0.703419853387,0.78677262931,-1,-1
24,0.3479742349,0.876694277108,0.668521194622,0.804283405172,-1,-1
25,0.333465196866,0.880671121988,0.714181640025,0.786907327586,-1,-1
26,0.320695711008,0.885918674699,0.628371428313,0.804956896552,-1,-1
27,0.304548312472,0.890860316265,0.651488850857,0.804956896552,-1,-1
28,0.293792051813,0.894813629518,0.6498768715,0.806438577586,-1,-1
29,0.289295005736,0.896154932229,0.665908506204,0.800646551724,-1,-1
30,0.2897329194,0.896037274096,0.627602265827,0.808997844828,-1,-1
31,0.269536286054,0.901449548193,0.704069899588,0.799299568966,-1,-1
32,0.26395148757,0.904885165663,0.763530471202,0.789735991379,-1,-1
33,0.257249951138,0.907803087349,0.679289286507,0.808054956897,-1,-1
34,0.244681726221,0.911756400602,0.709987778088,0.804956896552,-1,-1
35,0.235825888139,0.916156814759,0.699668872459,0.809132543103,-1,-1
36,0.238440907841,0.914109563253,0.872215530996,0.770474137931,-1,-1
37,0.232872223212,0.916768637048,0.63722783173,0.816675646552,-1,-1
38,0.211274814691,0.922745670181,0.687707852187,0.815867456897,-1,-1
39,0.221861391609,0.921286709337,0.671853284384,0.818157327586,-1,-1
40,0.208725707852,0.92375753012,0.71582621747,0.811826508621,-1,-1
41,0.206412425758,0.925334149096,0.727106289617,0.800915948276,-1,-1
42,0.198389110324,0.927569653614,0.797015989135,0.794854525862,-1,-1
43,0.194310795561,0.928699171687,0.690312932278,0.814924568966,-1,-1
44,0.188784937857,0.931264118976,0.679743223663,0.814520474138,-1,-1
45,0.188329446881,0.931546498494,0.717457641815,0.811018318966,-1,-1
46,0.180208412482,0.935193900602,0.70091205527,0.809806034483,-1,-1
47,0.175855641309,0.936111634036,0.687418987525,0.817753232759,-1,-1
48,0.174895916437,0.936417545181,0.726212623304,0.816136853448,-1,-1
49,0.1707575392,0.93851185994,0.702597809763,0.819773706897,-1,-1
50,0.167917774676,0.938888365964,0.705773488715,0.823545258621,-1,-1
51,0.162602643841,0.942606362952,0.742595141818,0.814251077586,-1,-1
52,0.158431301421,0.943735881024,0.727131583567,0.813577586207,-1,-1
53,0.156936535062,0.943877070783,0.719143983105,0.816271551724,-1,-1
54,0.156099494188,0.942559299699,0.811123926064,0.801454741379,-1,-1
55,0.155782992637,0.944159450301,0.714892219881,0.816945043103,-1,-1
56,0.150015074131,0.945736069277,0.738315687097,0.817214439655,-1,-1
57,0.146992302073,0.947759789157,0.739128026983,0.811961206897,-1,-1
58,0.1463842145,0.947971573795,0.766042118442,0.812365301724,-1,-1
59,0.146181750627,0.948724585843,0.81283711976,0.805495689655,-1,-1
60,0.141697093766,0.948583396084,0.736554500872,0.82260237069,-1,-1
61,0.144384068471,0.948183358434,0.701815323583,0.818830818966,-1,-1
62,0.134535547458,0.950442394578,0.703181511883,0.823275862069,-1,-1
63,0.127122895411,0.954466302711,0.776210628193,0.817483836207,-1,-1
64,0.130639403037,0.952842620482,0.751607743831,0.820043103448,-1,-1
65,0.128611061082,0.953736822289,0.733933634799,0.822332974138,-1,-1
66,0.126963649321,0.954795745482,0.777637490425,0.812230603448,-1,-1
67,0.126962702587,0.954113328313,0.762717778827,0.823410560345,-1,-1
68,0.12722843183,0.953972138554,0.917192950331,0.789197198276,-1,-1
69,0.122595034321,0.955572289157,0.707678516363,0.82583512931,-1,-1
70,0.119360387269,0.956725338855,0.745716603152,0.827990301724,-1,-1
71,0.117578488629,0.958466679217,0.752346263363,0.823949353448,-1,-1
72,0.121796475061,0.95608998494,0.767282379085,0.819100215517,-1,-1
73,0.117269524889,0.957690135542,0.746902221236,0.819504310345,-1,-1
74,0.113505588642,0.95945500753,0.80313455853,0.812365301724,-1,-1
75,0.114621842785,0.960019766566,0.751019736816,0.825026939655,-1,-1
76,0.111967594559,0.960490399096,0.73712089144,0.830145474138,-1,-1
77,0.112996590503,0.95952560241,0.735034533616,0.826643318966,-1,-1
78,0.108831178206,0.960961031627,0.785165482554,0.819773706897,-1,-1
79,0.108428408033,0.961549322289,0.800838958087,0.815328663793,-1,-1
80,0.106402311721,0.961314006024,0.738721224768,0.825296336207,-1,-1
81,0.106563643468,0.961361069277,0.803833044295,0.820985991379,-1,-1
82,0.10316229362,0.96241999247,0.730201232536,0.827047413793,-1,-1
83,0.10619976564,0.962019954819,0.748803397191,0.82974137931,-1,-1
84,0.105803566996,0.961761106928,0.769082536985,0.820177801724,-1,-1
85,0.100866115321,0.965690888554,0.740749014863,0.820985991379,-1,-1
86,0.100775788763,0.96477315512,0.76907394775,0.828125,-1,-1
87,0.104680273177,0.962867093373,0.764554186114,0.822871767241,-1,-1
88,0.0973713049968,0.965173192771,0.758683518603,0.827586206897,-1,-1
89,0.0965450646143,0.966443900602,0.799064087971,0.822063577586,-1,-1
90,0.0937215106236,0.96672628012,0.817577094867,0.821794181034,-1,-1
91,0.0936277191525,0.966514495482,0.799035157109,0.828259698276,-1,-1
92,0.0957740897605,0.967032191265,0.845470104238,0.818830818966,-1,-1
93,0.0944433914643,0.966514495482,0.838637607879,0.817349137931,-1,-1
94,0.0926956465659,0.967644013554,0.877374563238,0.812095905172,-1,-1
95,0.0962830332153,0.965808546687,0.784410540914,0.827720905172,-1,-1
96,0.092193797357,0.967620481928,0.809654748645,0.823949353448,-1,-1
97,0.0936347851642,0.967196912651,0.820078649398,0.819100215517,-1,-1
98,0.0926158900081,0.967220444277,0.821869267986,0.824622844828,-1,-1
99,0.0892949904573,0.96820877259,0.805552214384,0.816002155172,-1,-1
test set performance,-1,-1,-1,-1,0.748785935915,0.824819711538
