epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,1.89439141104,0.403167356928,2.94713470854,0.189924568966,-1,-1
1,1.47532372231,0.523272778614,1.41702072579,0.526804956897,-1,-1
2,1.20618192421,0.600927146084,1.52345565475,0.56411637931,-1,-1
3,1.05091498649,0.651378953313,1.46017337873,0.599003232759,-1,-1
4,0.937369037824,0.684229103916,1.12168315156,0.655037715517,-1,-1
5,0.864129920681,0.704160391566,1.00575677074,0.660425646552,-1,-1
6,0.799836049956,0.724209337349,1.01526125238,0.66015625,-1,-1
7,0.750562754381,0.739104856928,0.841029426147,0.727370689655,-1,-1
8,0.710355694395,0.754729856928,0.773802228015,0.729256465517,-1,-1
9,0.669030486909,0.767248682229,0.823804085625,0.723599137931,-1,-1
10,0.63275354957,0.778802710843,1.07032665405,0.682920258621,-1,-1
11,0.603805407523,0.787509412651,0.700158382798,0.770474137931,-1,-1
12,0.57044432788,0.800828313253,0.701458172038,0.765220905172,-1,-1
13,0.544871385826,0.808876129518,0.664378552601,0.781115301724,-1,-1
14,0.525180868176,0.814194277108,0.722235518797,0.764143318966,-1,-1
15,0.49932093658,0.82327748494,0.713637220962,0.768992456897,-1,-1
16,0.479812984994,0.828713290663,0.631149859778,0.792564655172,-1,-1
17,0.460546450712,0.837514118976,0.690880588416,0.780576508621,-1,-1
18,0.446855513267,0.840596762048,0.631077478158,0.79135237069,-1,-1
19,0.419445525047,0.850715361446,0.635973238739,0.792834051724,-1,-1
20,0.405254765717,0.856151167169,0.650471810123,0.796605603448,-1,-1
21,0.385732645191,0.861892884036,0.62216658325,0.801858836207,-1,-1
22,0.376699463879,0.865940323795,0.667405579625,0.784348060345,-1,-1
23,0.361425171012,0.87156438253,0.715495268846,0.78353987069,-1,-1
24,0.347029204828,0.875352974398,0.666997445555,0.796201508621,-1,-1
25,0.335336319249,0.879965173193,0.623146933728,0.803609913793,-1,-1
26,0.320178017379,0.886671686747,0.630735080304,0.80697737069,-1,-1
27,0.307655598273,0.888930722892,0.628097430385,0.804418103448,-1,-1
28,0.301186764635,0.892201618976,0.664999398178,0.796066810345,-1,-1
29,0.285351671593,0.896766754518,0.621216443078,0.810748922414,-1,-1
30,0.277580398909,0.901473079819,0.717249732593,0.795528017241,-1,-1
31,0.26701967288,0.904885165663,0.648715129186,0.806034482759,-1,-1
32,0.263289987143,0.905379329819,0.637795834706,0.806842672414,-1,-1
33,0.257237468947,0.90867375753,0.760672870381,0.788389008621,-1,-1
34,0.248636263928,0.910532756024,0.655165223212,0.811422413793,-1,-1
35,0.234601577968,0.914462537651,0.734300609293,0.798221982759,-1,-1
36,0.229187830295,0.915756777108,0.779168244066,0.791756465517,-1,-1
37,0.230444059965,0.916650978916,0.70534516203,0.799973060345,-1,-1
38,0.221428199346,0.92093373494,0.724048291815,0.801589439655,-1,-1
39,0.207818313917,0.925263554217,0.845366597176,0.786233836207,-1,-1
40,0.213506955362,0.923710466867,0.684981862533,0.815328663793,-1,-1
41,0.212487986424,0.923381024096,0.665817701097,0.818561422414,-1,-1
42,0.193186758333,0.931405308735,0.67980364222,0.813038793103,-1,-1
43,0.197633690032,0.928840361446,0.689117690613,0.813981681034,-1,-1
44,0.192059975028,0.932393637048,0.648796982292,0.818830818966,-1,-1
45,0.183458218059,0.933617281627,0.692960214512,0.817349137931,-1,-1
46,0.18241369032,0.934770331325,0.669945598162,0.824757543103,-1,-1
47,0.178597166932,0.935758659639,0.707886417364,0.815463362069,-1,-1
48,0.171627972814,0.937947100904,0.746217992799,0.809940732759,-1,-1
49,0.170368066147,0.937664721386,0.669768512763,0.817753232759,-1,-1
50,0.171036537568,0.93851185994,0.685235273735,0.818157327586,-1,-1
51,0.160947722618,0.942018072289,0.771264630145,0.806707974138,-1,-1
52,0.158883513355,0.941853350904,0.714941111618,0.816540948276,-1,-1
53,0.154672311473,0.944747740964,0.655260712936,0.826778017241,-1,-1
54,0.153801445008,0.945124246988,0.696031560158,0.817483836207,-1,-1
55,0.156828911616,0.94342996988,0.693428478878,0.819100215517,-1,-1
56,0.150131923775,0.945618411145,0.698905579489,0.821120689655,-1,-1
57,0.151943850903,0.945971385542,0.793327208737,0.803609913793,-1,-1
58,0.144020846978,0.94827748494,0.744209564965,0.818292025862,-1,-1
59,0.142593234508,0.948136295181,0.695180008124,0.827047413793,-1,-1
60,0.136170581062,0.951077748494,0.768770556512,0.816136853448,-1,-1
61,0.131744061541,0.95258377259,0.792428032078,0.808728448276,-1,-1
62,0.135195476923,0.950677710843,0.734492960675,0.822332974138,-1,-1
63,0.134865785382,0.952371987952,0.745272558311,0.821255387931,-1,-1
64,0.133057071322,0.951807228916,0.707962844906,0.821524784483,-1,-1
65,0.128526804531,0.95366622741,0.7637665652,0.814924568966,-1,-1
66,0.127474451314,0.954278049699,0.740570944445,0.820851293103,-1,-1
67,0.125812907658,0.954795745482,0.748098940685,0.821120689655,-1,-1
68,0.121327874542,0.956795933735,0.745416386374,0.815463362069,-1,-1
69,0.126787534657,0.954278049699,0.775886245843,0.814385775862,-1,-1
70,0.114677591519,0.959313817771,0.770711712796,0.818965517241,-1,-1
71,0.125114455292,0.955195783133,0.726176548621,0.823949353448,-1,-1
72,0.123451617928,0.956231174699,0.716113356681,0.82421875,-1,-1
73,0.114365035079,0.958866716867,0.759198232458,0.820447198276,-1,-1
74,0.113203155623,0.958819653614,0.788636557501,0.822467672414,-1,-1
75,0.117853693788,0.957878388554,0.763020194296,0.825700431034,-1,-1
76,0.109508733647,0.960302146084,0.727686652849,0.827720905172,-1,-1
77,0.10942266165,0.960349209337,0.778588253876,0.82260237069,-1,-1
78,0.107794570467,0.960372740964,0.731401046288,0.832435344828,-1,-1
79,0.114424500244,0.959384412651,0.736335049929,0.825700431034,-1,-1
80,0.110423862384,0.959407944277,0.771498039879,0.825161637931,-1,-1
81,0.104551983021,0.963408320783,1.12596014964,0.770743534483,-1,-1
82,0.10768525997,0.961078689759,0.787265406087,0.816540948276,-1,-1
83,0.104679712375,0.962561182229,0.770772881549,0.818965517241,-1,-1
84,0.0978537440042,0.965032003012,0.799570961759,0.824084051724,-1,-1
85,0.106285903221,0.962372929217,0.770798650281,0.82583512931,-1,-1
86,0.0979482168051,0.964184864458,0.755892439135,0.827182112069,-1,-1
87,0.0998286451774,0.964467243976,0.78992708387,0.819639008621,-1,-1
88,0.0979823214451,0.965337914157,0.744366376051,0.832435344828,-1,-1
89,0.0973297241873,0.965549698795,0.779335489561,0.823275862069,-1,-1
90,0.0968019653123,0.965102597892,0.736965613632,0.83041487069,-1,-1
91,0.0937287443688,0.965926204819,0.769829421722,0.824757543103,-1,-1
92,0.0949103979461,0.966820406627,0.768391846583,0.82260237069,-1,-1
93,0.0952278656537,0.966538027108,0.757833190005,0.829606681034,-1,-1
94,0.0907140550967,0.967173381024,0.78060131186,0.821524784483,-1,-1
95,0.0938158069502,0.966373305723,0.800467386842,0.830818965517,-1,-1
96,0.0935689678909,0.967408697289,0.775082401161,0.83041487069,-1,-1
97,0.0911614293771,0.967596950301,0.798703899671,0.824353448276,-1,-1
98,0.0925958079387,0.967996987952,0.759055342654,0.825296336207,-1,-1
99,0.0893806304659,0.969408885542,0.82254585521,0.816002155172,-1,-1
test set performance,-1,-1,-1,-1,0.776638636986,0.823818108974
